#,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,emp_length,home_ownership,annual_inc,verification_status,issue_d,purpose,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,open_acc,pub_rec,revol_bal,revol_util,total_acc,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,repay_fail,loan_income_ratio,installment_income_ratio,int_rate_x_amount,Prob_Default,Decision,Real_Default
19571,727113,922604,6000.0,6000.0,6000.0,36 months,16.4,212.13,1 year,RENT,25000.0,Source Verified,Apr-11,moving,100xx,NY,7.3,1.0,oct-07,1.0,7.0,3.0,0.0,1695.0,80.70%,6.0,7368.664418,7368.66,6000.0,1353.66,mar-13,2905.96,,Aug-15,0,0.24,0.1018224,98399.99999999999,5.4109254881730725e-05,Approve,0
2928,417064,486117,5000.0,5000.0,4800.0,36 months,9.32,159.74,7 years,RENT,42000.0,Not Verified,jun-09,medical,209xx,MD,19.31,0.0,Jan-91,0.0,,9.0,0.0,7160.0,39.30%,29.0,5504.271263,5284.1,5000.0,504.27,nov-10,18.14,,nov-10,0,0.11904761904761904,0.04564,46600.0,4.292215071363927e-05,Approve,0
785,469773,592380,10000.0,10000.0,750.0,36 months,8.59,316.11,3 years,MORTGAGE,110000.0,Not Verified,Dec-09,other,940xx,CA,2.02,0.0,jul-91,0.0,,6.0,0.0,4.0,0%,18.0,10403.11156,780.26,10000.0,403.11,jul-10,8822.68,,jul-10,0,0.09090909090909091,0.03448472727272727,85900.0,6.369758087057886e-06,Approve,0
24296,583374,749644,4200.0,4200.0,4200.0,36 months,15.21,146.03,< 1 year,RENT,21000.0,Verified,sept-10,credit_card,549xx,WI,12.0,0.0,Jan-05,1.0,,5.0,0.0,4843.0,53.20%,9.0,5272.451432,5272.45,4200.0,1057.45,nov-13,43.59,,nov-13,0,0.2,0.08344571428571429,63882.0,7.818785210361257e-05,Approve,0
15777,635885,814593,6000.0,6000.0,6000.0,36 months,13.35,203.18,8 years,OWN,88000.0,Source Verified,Dec-10,car,431xx,OH,3.95,0.0,Apr-99,3.0,,11.0,1.0,10731.0,55%,28.0,7216.681467,7216.68,6000.0,1216.68,Apr-13,1948.16,,Aug-14,0,0.06818181818181818,0.027706363636363633,80100.0,3.426957851110991e-05,Approve,0
16053,755705,955578,20000.0,20000.0,20000.0,36 months,10.59,650.9,10+ years,MORTGAGE,70000.0,Verified,may-11,debt_consolidation,235xx,VA,13.78,0.0,jul-94,0.0,24.0,8.0,0.0,12369.0,41.90%,19.0,22948.7976,22948.8,20000.0,2948.8,Aug-13,1197.5,,Aug-13,0,0.2857142857142857,0.11158285714285714,211800.0,3.695053526897609e-05,Approve,0
6386,818968,1027010,3000.0,3000.0,3000.0,36 months,7.49,93.31,1 year,RENT,43200.0,Not Verified,jul-11,credit_card,928xx,CA,17.39,0.0,Aug-00,0.0,76.0,14.0,0.0,3318.0,25.90%,35.0,3165.531773,3165.53,3000.0,165.53,Dec-12,185.35,,Dec-12,0,0.06944444444444445,0.025919444444444446,22470.0,0.0002822951620259507,Approve,0
5842,666299,851875,10000.0,10000.0,9725.0,36 months,10.37,324.42,7 years,RENT,40000.0,Source Verified,feb-11,debt_consolidation,088xx,NJ,10.05,0.0,jun-04,0.0,,6.0,0.0,11495.0,52.70%,11.0,11679.9444,11358.75,10000.0,1679.94,feb-14,333.34,,feb-14,0,0.25,0.097326,103699.99999999999,4.843870943343626e-05,Approve,0
14195,488991,623767,10000.0,10000.0,8975.0,36 months,7.51,311.1,< 1 year,MORTGAGE,125000.0,Not Verified,feb-10,major_purchase,945xx,CA,0.29,0.0,oct-82,1.0,,14.0,0.0,1323.0,0.20%,30.0,10240.99775,9191.31,10000.0,241.0,Aug-10,4.81,,sept-12,0,0.08,0.029865600000000003,75100.0,7.196822447481303e-05,Approve,0
8409,354604,358771,4700.0,3375.0,175.0,36 months,10.96,110.43,2 years,RENT,45000.0,Not Verified,sept-08,debt_consolidation,327xx,FL,13.6,0.0,may-96,3.0,,5.0,0.0,23280.0,92%,17.0,3737.908664,193.82,3375.0,362.91,nov-09,2302.55,,nov-12,0,0.10444444444444445,0.029448000000000002,51512.00000000001,0.0001140954430524248,Approve,0
4855,347936,348721,7500.0,7500.0,260.4061936,36 months,14.5,258.16,10+ years,MORTGAGE,109000.0,Not Verified,may-08,credit_card,802xx,CO,21.84,0.0,oct-94,2.0,39.0,13.0,0.0,44098.0,92.30%,26.0,9293.641706,263.9,7500.0,1793.65,may-11,258.62,,jun-16,0,0.06880733944954129,0.028421284403669724,108750.0,0.00013539971155996334,Approve,0
9639,670935,842891,15000.0,15000.0,15000.0,36 months,16.02,527.51,10+ years,RENT,70000.0,Source Verified,feb-11,debt_consolidation,114xx,NY,6.55,0.0,may-90,0.0,,4.0,0.0,11192.0,77.70%,6.0,18980.69443,18980.69,15000.0,3956.63,Dec-13,2136.13,,jun-16,0,0.21428571428571427,0.09043028571428571,240300.0,0.0003573723243848425,Approve,0
992,675276,863017,10000.0,10000.0,9950.0,36 months,9.63,320.94,10+ years,OWN,158000.0,Verified,feb-11,major_purchase,553xx,MN,22.24,0.0,jun-87,1.0,,9.0,0.0,56373.0,71%,22.0,10159.1229,10108.32,10000.0,159.12,jun-11,2.33,,jun-16,0,0.06329113924050633,0.02437518987341772,96300.00000000001,0.0005480351769725179,Approve,0
36698,812462,1015921,4000.0,4000.0,4000.0,36 months,7.49,124.41,1 year,RENT,65000.0,Not Verified,jul-11,car,940xx,CA,0.52,0.0,Jan-07,0.0,,4.0,0.0,929.0,12.40%,10.0,4478.61932,4478.62,4000.0,478.62,Aug-14,143.46,,mar-16,0,0.06153846153846154,0.022968000000000002,29960.0,0.00026044070811533516,Approve,0
31780,464493,582226,6400.0,6400.0,6400.0,36 months,7.74,199.8,< 1 year,RENT,35000.0,Not Verified,Dec-09,debt_consolidation,021xx,MA,18.07,0.0,feb-01,0.0,,7.0,0.0,7994.0,24.70%,24.0,7193.030744,7193.03,6400.0,793.03,Dec-12,204.04,,Dec-12,0,0.18285714285714286,0.06850285714285716,49536.0,6.053212736791184e-05,Approve,0
34503,1030450,1259837,7000.0,7000.0,7000.0,36 months,11.71,231.54,7 years,MORTGAGE,65000.0,Not Verified,nov-11,credit_card,082xx,NJ,12.7,0.0,Dec-95,0.0,38.0,13.0,0.0,17205.0,78.20%,20.0,8335.088038,8335.09,7000.0,1335.09,Dec-14,237.21,,jun-16,0,0.1076923076923077,0.042745846153846155,81970.0,0.00010788837246250091,Approve,0
2490,621152,796081,5000.0,5000.0,4950.0,36 months,5.42,150.8,8 years,RENT,42000.0,Source Verified,nov-10,medical,981xx,WA,2.63,0.0,oct-89,0.0,,6.0,0.0,2856.0,8.10%,11.0,5429.221373,5374.93,5000.0,429.22,Dec-13,161.49,,Dec-13,0,0.11904761904761904,0.04308571428571429,27100.0,4.2066834142251175e-05,Approve,0
22523,716790,910779,35000.0,35000.0,23374.99272,60 months,14.91,831.0,< 1 year,MORTGAGE,75000.0,Source Verified,Apr-11,home_improvement,857xx,AZ,12.1,0.0,Dec-93,5.0,,17.0,0.0,2131.0,7.10%,32.0,7476.92,4989.17,3742.0,3725.93,Jan-12,831.0,,jun-16,1,0.4666666666666667,0.13296,521850.0,0.9999999988981372,Reject,1
1571,660530,844808,20000.0,20000.0,20000.0,60 months,17.88,506.57,3 years,RENT,67000.0,Not Verified,feb-11,credit_card,787xx,TX,21.8,0.0,nov-96,0.0,,11.0,0.0,45389.0,90.40%,32.0,28115.05176,28115.05,20000.0,8115.05,mar-14,411.76,,jun-16,0,0.29850746268656714,0.0907289552238806,357600.0,0.0008895012635148358,Approve,0
10846,838047,1048100,10000.0,10000.0,10000.0,36 months,13.99,341.73,< 1 year,MORTGAGE,285000.0,Verified,Aug-11,major_purchase,212xx,MD,14.27,0.0,Aug-93,1.0,46.0,15.0,0.0,96458.0,72.60%,37.0,12122.3509,12122.35,10000.0,2122.35,jul-14,368.22,,jun-16,0,0.03508771929824561,0.01438863157894737,139900.0,0.000135215456456123,Approve,0
21677,589749,757572,13200.0,13200.0,13175.0,60 months,15.95,320.65,5 years,RENT,40000.0,Source Verified,oct-10,debt_consolidation,857xx,AZ,16.95,0.0,nov-02,2.0,80.0,11.0,0.0,9114.0,65.60%,20.0,17062.36051,17030.05,13200.0,3862.36,Dec-12,9065.04,,Dec-12,0,0.33,0.09619499999999999,210540.0,2.624597734090191e-05,Approve,0
19491,1008224,1234680,6250.0,6250.0,6250.0,36 months,12.69,209.66,10+ years,MORTGAGE,36000.0,Verified,nov-11,home_improvement,352xx,AL,21.53,2.0,jul-95,3.0,14.0,19.0,0.0,3951.0,32.40%,41.0,7547.550665,7547.55,6250.0,1297.55,nov-14,218.38,,may-15,0,0.1736111111111111,0.06988666666666667,79312.5,0.0001228765844939026,Approve,0
23116,705463,897517,5550.0,5550.0,5500.0,36 months,7.29,172.11,4 years,MORTGAGE,64000.0,Verified,mar-11,debt_consolidation,070xx,NJ,7.22,0.0,oct-99,1.0,,8.0,0.0,13245.0,61%,11.0,6195.748852,6139.93,5550.0,645.75,Apr-14,189.15,,jun-16,0,0.08671875,0.032270625000000004,40459.5,0.0003129386931122608,Approve,0
30633,408419,458496,10000.0,10000.0,9950.0,36 months,9.63,320.95,10+ years,MORTGAGE,58500.0,Not Verified,jun-09,other,496xx,MI,24.57,0.0,mar-85,4.0,,13.0,0.0,23607.0,37.50%,32.0,2882.25,2867.85,2232.2,650.05,mar-10,320.95,,jun-16,1,0.17094017094017094,0.06583589743589743,96300.00000000001,0.9999218356079248,Reject,1
7348,559241,719917,9000.0,9000.0,8975.0,60 months,10.75,194.57,4 years,MORTGAGE,110000.0,Verified,Aug-10,major_purchase,220xx,VA,0.0,0.0,nov-99,0.0,,5.0,0.0,0.0,0%,9.0,11649.09001,11616.73,9000.0,2649.09,mar-15,1146.77,,jun-16,0,0.08181818181818182,0.021225818181818183,96750.0,0.00035132637748659293,Approve,0
17243,617799,792009,25000.0,15175.0,15175.0,60 months,16.32,371.62,4 years,MORTGAGE,85000.0,Verified,nov-10,debt_consolidation,153xx,PA,22.19,0.0,oct-97,0.0,,8.0,0.0,9133.0,58.90%,29.0,17496.31037,17496.31,15175.0,2321.31,Dec-11,13415.37,,jun-16,0,0.29411764705882354,0.052464000000000004,408000.0,0.00044603778226710465,Approve,0
14438,726272,921618,8000.0,8000.0,8000.0,36 months,7.66,249.44,< 1 year,RENT,57600.0,Source Verified,Apr-11,car,494xx,MI,0.52,0.0,jun-03,1.0,,9.0,0.0,1832.0,11.30%,16.0,8372.655918,8372.66,8000.0,372.66,Jan-12,11.17,,jun-16,0,0.1388888888888889,0.05196666666666666,61280.0,0.00024156035471500976,Approve,0
31771,430543,510621,7000.0,7000.0,7000.0,36 months,8.0,219.36,7 years,MORTGAGE,65200.0,Verified,jul-09,credit_card,809xx,CO,10.25,0.0,Aug-98,1.0,,11.0,0.0,15223.0,25.80%,22.0,7786.10827,7786.11,7000.0,786.11,Aug-11,2750.2,,mar-16,0,0.10736196319018405,0.04037300613496933,56000.0,5.2467887581976615e-06,Approve,0
14149,722360,917180,12000.0,12000.0,12000.0,60 months,15.28,287.25,5 years,RENT,31200.0,Source Verified,Apr-11,small_business,920xx,CA,14.46,0.0,nov-94,2.0,,10.0,0.0,871.0,4.70%,28.0,2225.26,2225.26,828.94,886.52,nov-11,287.25,,mar-12,1,0.38461538461538464,0.11048076923076923,183360.0,0.9999990107161386,Reject,1
33049,871941,1086105,20000.0,20000.0,19767.01474,60 months,11.99,444.79,7 years,MORTGAGE,57000.0,Verified,sept-11,debt_consolidation,338xx,FL,18.55,0.0,Aug-03,0.0,,7.0,0.0,5630.0,37.50%,11.0,25330.7,24956.15,18677.84,6652.86,jun-16,444.79,jul-16,jun-16,0,0.3508771929824561,0.09364000000000001,239800.0,0.0008448709142663114,Approve,0
9373,1065260,1299343,6300.0,6300.0,6300.0,36 months,11.71,208.38,2 years,RENT,30000.0,Not Verified,Dec-11,credit_card,100xx,NY,7.2,0.0,oct-91,1.0,38.0,6.0,0.0,6274.0,84.30%,11.0,7501.630002,7501.63,6300.0,1201.63,Jan-15,218.08,,feb-16,0,0.21,0.083352,73773.0,0.00030934561439473614,Approve,0
26477,492771,630263,25000.0,25000.0,24800.0,36 months,18.67,912.27,7 years,RENT,77000.0,Not Verified,mar-10,debt_consolidation,191xx,PA,19.45,0.0,Dec-98,4.0,,9.0,0.0,11239.0,35.70%,31.0,31078.6509,30830.02,25000.0,6078.65,nov-11,13760.42,Dec-11,nov-11,0,0.3246753246753247,0.14217194805194805,466750.00000000006,1.0650985100667525e-05,Approve,0
9381,504692,649964,9000.0,9000.0,8452.336066,36 months,7.88,281.53,3 years,MORTGAGE,106000.0,Verified,Apr-10,credit_card,300xx,GA,5.13,1.0,Aug-92,2.0,5.0,7.0,0.0,67000.0,34.80%,23.0,10135.44577,9513.0,9000.0,1135.45,may-13,295.8,,jun-16,0,0.08490566037735849,0.03187132075471698,70920.0,5.663710517239001e-06,Approve,0
10041,623192,798688,1800.0,1800.0,1800.0,36 months,13.35,60.96,2 years,MORTGAGE,57996.0,Not Verified,nov-10,other,060xx,CT,21.52,1.0,jun-02,6.0,15.0,7.0,0.0,153.0,21.90%,10.0,2194.457505,2194.46,1800.0,394.46,Dec-13,67.0,Jan-14,mar-14,0,0.031036623215394164,0.012613283674736188,24030.0,0.00016077447262105162,Approve,0
29991,834810,1044699,16000.0,16000.0,15750.0,60 months,17.49,401.87,7 years,OWN,63000.0,Source Verified,Aug-11,home_improvement,286xx,NC,21.68,0.0,jul-99,0.0,,9.0,0.0,15299.0,65.70%,17.0,23253.69,22889.77,15185.17,8068.52,jun-16,401.87,jul-16,jun-16,0,0.25396825396825395,0.07654666666666668,279840.0,0.0027638681868646597,Approve,0
23635,414047,467936,7600.0,7600.0,7450.0,36 months,12.21,253.2,1 year,RENT,60000.0,Not Verified,jun-09,debt_consolidation,782xx,TX,2.08,0.0,sept-01,1.0,,3.0,0.0,1763.0,25.20%,31.0,9089.65279,8910.25,7600.0,1489.65,mar-12,1254.05,,feb-15,0,0.12666666666666668,0.05063999999999999,92796.0,6.0739140446884546e-05,Approve,0
4383,723037,917919,35000.0,35000.0,35000.0,60 months,18.25,893.54,< 1 year,MORTGAGE,120000.0,Source Verified,Apr-11,debt_consolidation,852xx,AZ,14.14,0.0,feb-94,0.0,36.0,11.0,0.0,29965.0,75.50%,24.0,42808.19846,42808.2,35000.0,7808.2,sept-12,29419.02,,sept-12,0,0.2916666666666667,0.089354,638750.0,1.8354900919661949e-07,Approve,0
8242,596124,765286,10200.0,10200.0,10175.0,60 months,16.45,250.49,10+ years,MORTGAGE,53000.0,Verified,oct-10,credit_card,212xx,MD,10.05,0.0,Jan-95,0.0,59.0,8.0,0.0,7706.0,45.60%,18.0,11608.43484,11579.98,10200.0,1408.43,jul-12,584.19,,jun-14,0,0.19245283018867926,0.05671471698113208,167790.0,0.00015353247433721936,Approve,0
33714,510013,658485,24000.0,24000.0,24000.0,36 months,11.36,789.87,< 1 year,MORTGAGE,110000.0,Verified,may-10,moving,300xx,GA,24.75,0.0,Jan-97,0.0,,15.0,0.0,81187.0,58.60%,60.0,28436.08724,28436.09,24000.0,4436.09,may-13,809.41,,may-16,0,0.21818181818181817,0.08616763636363636,272640.0,2.1393425048216926e-05,Approve,0
32230,769973,971525,8000.0,8000.0,8000.0,60 months,20.99,216.39,< 1 year,RENT,70000.0,Source Verified,jun-11,debt_consolidation,073xx,NJ,11.31,0.0,jul-94,1.0,,4.0,0.0,10406.0,98.20%,7.0,12745.14,12745.14,7760.22,4969.92,jun-16,216.39,jul-16,jun-16,0,0.11428571428571428,0.03709542857142857,167920.0,0.006133116165215719,Approve,1
2855,683080,872363,10000.0,10000.0,10000.0,36 months,7.29,310.1,< 1 year,RENT,70000.0,Source Verified,mar-11,debt_consolidation,100xx,NY,8.85,0.0,jun-05,0.0,,5.0,0.0,1934.0,14.90%,9.0,10945.17281,10945.17,10000.0,945.17,Dec-12,4759.14,,jun-16,0,0.14285714285714285,0.053160000000000006,72900.0,6.528147804400443e-05,Approve,0
23770,685677,875360,20000.0,20000.0,20000.0,36 months,10.74,652.32,3 years,RENT,155000.0,Verified,feb-11,vacation,940xx,CA,4.78,0.0,sept-01,0.0,,11.0,0.0,37200.0,66.20%,20.0,23499.37391,23499.37,20000.0,3466.75,Jan-14,1955.14,,sept-15,0,0.12903225806451613,0.0505021935483871,214800.0,4.060849118938378e-05,Approve,0
2158,587391,754654,18000.0,18000.0,17800.0,36 months,7.88,563.06,2 years,RENT,100000.0,Not Verified,sept-10,debt_consolidation,100xx,NY,12.88,0.0,may-91,0.0,,13.0,0.0,16864.0,30.60%,32.0,20270.81468,20045.58,18000.0,2270.81,oct-13,579.75,,jun-16,0,0.18,0.0675672,141840.0,0.00013548903713136355,Approve,0
20813,645717,826218,15000.0,15000.0,15000.0,60 months,12.98,341.15,10+ years,MORTGAGE,75360.0,Source Verified,Jan-11,credit_card,483xx,MI,8.39,0.0,Aug-77,0.0,,6.0,0.0,41248.0,95.90%,14.0,20468.38003,20468.38,15000.0,5468.38,Jan-16,340.53,,Jan-16,0,0.19904458598726116,0.054323248407643306,194700.0,9.760273470634935e-05,Approve,0
3678,522129,675369,5000.0,5000.0,4950.0,60 months,11.49,109.94,4 years,RENT,35004.0,Verified,jun-10,other,968xx,HI,8.33,0.0,oct-05,0.0,,5.0,0.0,226.0,15.10%,7.0,6587.93,6522.05,5000.0,1587.93,jun-15,54.9,,jun-15,0,0.1428408181922066,0.03768940692492286,57450.0,0.00032259568598910743,Approve,0
14772,453780,561304,7500.0,7500.0,7500.0,36 months,13.22,253.51,9 years,MORTGAGE,73000.0,Not Verified,nov-09,other,630xx,MO,11.74,1.0,oct-97,2.0,14.0,15.0,0.0,21075.0,59.80%,24.0,9126.25005,9126.25,7500.0,1626.25,nov-12,260.7,,jun-16,0,0.10273972602739725,0.04167287671232876,99150.0,2.56526654167929e-05,Approve,0
4827,814800,1022359,10800.0,10800.0,10550.0,36 months,10.99,353.53,4 years,RENT,48000.0,Not Verified,jul-11,debt_consolidation,912xx,CA,17.9,1.0,nov-99,0.0,22.0,11.0,0.0,9836.0,49.70%,27.0,11810.0996,11536.72,10800.0,1010.1,sept-12,6451.5,,jun-16,0,0.225,0.08838249999999999,118692.0,0.00034012053834641304,Approve,0
5907,774964,977181,1875.0,1875.0,1875.0,36 months,6.99,57.89,2 years,RENT,13200.0,Verified,jun-11,debt_consolidation,068xx,CT,23.91,0.0,jul-94,0.0,48.0,7.0,0.0,8783.0,29.10%,11.0,2044.901151,2044.9,1875.0,169.9,mar-13,889.67,,oct-14,0,0.14204545454545456,0.05262727272727273,13106.25,0.0002359231321456532,Approve,0
35672,821903,1030300,2000.0,2000.0,2000.0,36 months,8.49,63.13,2 years,RENT,35400.0,Not Verified,jul-11,other,902xx,CA,1.36,0.0,feb-07,0.0,,4.0,0.0,892.0,35.70%,6.0,2272.508809,2272.51,2000.0,272.51,Aug-14,77.16,,Aug-14,0,0.05649717514124294,0.021400000000000002,16980.0,0.0005878251736443205,Approve,0
14015,650110,831634,20000.0,20000.0,19500.0,36 months,10.74,652.32,< 1 year,RENT,104000.0,Verified,Jan-11,debt_consolidation,112xx,NY,11.17,0.0,Aug-97,0.0,,8.0,0.0,24211.0,57.60%,14.0,23483.95228,22896.85,20000.0,3483.95,Jan-14,671.08,,jun-16,0,0.19230769230769232,0.07526769230769231,214800.0,0.0001202692014115735,Approve,0
37092,650256,831817,12000.0,12000.0,11950.0,36 months,7.29,372.12,5 years,MORTGAGE,122000.0,Verified,Jan-11,debt_consolidation,484xx,MI,5.1,0.0,may-95,1.0,,14.0,0.0,40779.0,59.60%,62.0,12346.56415,12295.12,12000.0,346.56,jun-11,10862.01,,sept-14,0,0.09836065573770492,0.03660196721311476,87480.0,6.252104916917259e-06,Approve,0
23402,686306,876090,10600.0,10600.0,10400.0,36 months,5.79,321.47,10+ years,MORTGAGE,75000.0,Not Verified,mar-11,credit_card,605xx,IL,13.38,0.0,mar-99,0.0,,11.0,0.0,83506.0,52.90%,27.0,11414.44143,11199.07,10600.0,814.44,Jan-13,4696.52,,feb-13,0,0.14133333333333334,0.05143520000000001,61374.0,3.1608709782655843e-06,Approve,0
22646,739479,937056,15600.0,15600.0,15600.0,36 months,10.99,510.66,< 1 year,RENT,69000.0,Verified,may-11,credit_card,100xx,NY,9.95,0.0,Aug-02,2.0,,15.0,0.0,12173.0,66.20%,37.0,18383.34068,18383.34,15600.0,2783.34,may-14,560.2,,may-14,0,0.22608695652173913,0.0888104347826087,171444.0,0.00010368434255408799,Approve,0
27617,614024,787218,1000.0,1000.0,1000.0,60 months,14.46,23.51,5 years,MORTGAGE,33276.0,Source Verified,nov-10,other,550xx,MN,11.86,0.0,Jan-00,3.0,61.0,13.0,0.0,5484.0,51.30%,27.0,1051.950911,1051.95,1000.0,51.95,jun-11,311.85,,oct-13,0,0.030051688904916458,0.00847818247385503,14460.0,0.001107738834828146,Approve,0
36491,725193,920406,9000.0,9000.0,9000.0,60 months,10.37,192.87,10+ years,MORTGAGE,60000.0,Not Verified,Apr-11,car,809xx,CO,9.34,0.0,jul-89,0.0,25.0,19.0,0.0,24191.0,21%,43.0,9158.23,9158.23,6279.97,2373.34,Jan-15,192.87,,jun-15,1,0.15,0.038574000000000004,93330.0,0.9999579962742995,Reject,1
23024,857617,1070101,12000.0,12000.0,11750.0,36 months,10.99,392.81,10+ years,RENT,84000.0,Not Verified,Aug-11,debt_consolidation,940xx,CA,6.67,0.0,jul-93,0.0,,8.0,1.0,12393.0,63.20%,22.0,14199.50244,13903.68,12000.0,2199.5,sept-14,445.57,,jun-16,0,0.14285714285714285,0.05611571428571429,131880.0,0.00020641939224186066,Approve,0
23288,1037964,1267673,12000.0,12000.0,11900.0,36 months,6.03,365.23,4 years,RENT,75000.0,Not Verified,nov-11,debt_consolidation,551xx,MN,11.68,0.0,mar-05,2.0,,14.0,0.0,11703.0,22.20%,26.0,13148.13786,13038.57,12000.0,1148.14,Dec-14,370.41,,may-15,0,0.16,0.058436800000000004,72360.0,0.0009564597063093648,Approve,0
33878,708331,900812,2300.0,2300.0,2275.0,60 months,18.99,59.66,6 years,RENT,12000.0,Source Verified,mar-11,car,294xx,SC,16.7,0.0,feb-08,0.0,,2.0,0.0,2179.0,94.70%,8.0,2864.501817,2833.37,2300.0,564.5,sept-12,1913.82,,sept-12,0,0.19166666666666668,0.05966,43677.0,0.0006522901403260799,Approve,0
19311,824279,1032931,5600.0,5600.0,5600.0,36 months,11.99,185.98,10+ years,RENT,69600.0,Not Verified,jul-11,credit_card,223xx,VA,3.5,2.0,feb-89,1.0,20.0,8.0,0.0,5332.0,39.80%,24.0,6316.982772,6316.98,5600.0,716.98,Jan-13,2143.75,,jun-16,0,0.08045977011494253,0.03206551724137931,67144.0,0.00014251332283593576,Approve,0
17486,748911,948050,35000.0,35000.0,34925.0,36 months,7.49,1088.56,4 years,MORTGAGE,94400.0,Verified,may-11,debt_consolidation,633xx,MO,12.15,0.0,nov-96,0.0,,6.0,0.0,4899.0,11%,26.0,39188.03523,39104.06,35000.0,4188.04,jun-14,1144.19,,jun-16,0,0.3707627118644068,0.13837627118644066,262150.0,1.606628371146897e-05,Approve,0
13611,1045684,1276111,15000.0,15000.0,14750.0,36 months,10.65,488.6,6 years,MORTGAGE,62000.0,Not Verified,Dec-11,debt_consolidation,775xx,TX,13.14,0.0,may-94,0.0,,13.0,0.0,16100.0,47.50%,38.0,17593.35236,17300.13,15000.0,2593.35,Dec-14,484.86,,jun-16,0,0.24193548387096775,0.09456774193548388,159750.0,0.0005143190690168481,Approve,0
23099,317953,317948,5800.0,4075.0,754.7,36 months,11.97,135.29,7 years,MORTGAGE,89018.0,Not Verified,Apr-08,credit_card,891xx,NV,14.59,0.0,feb-93,2.0,60.0,10.0,1.0,5529.0,82.50%,19.0,4870.44,781.03,4074.96,795.48,may-11,135.29,,mar-12,0,0.06515536183693185,0.018237659799141746,69426.0,5.8398121186001115e-06,Approve,0
35893,668100,854157,13000.0,13000.0,12975.0,60 months,11.11,283.37,4 years,RENT,42996.0,Source Verified,feb-11,debt_consolidation,940xx,CA,15.66,0.0,nov-98,0.0,,3.0,0.0,15285.0,66.50%,11.0,16847.71998,16815.32,13000.0,3847.72,jul-15,2028.88,,jul-15,0,0.3023537073216113,0.07908735696343847,144430.0,0.0005438659706678176,Approve,0
30459,969844,1191082,12000.0,12000.0,11950.0,36 months,6.62,368.45,10+ years,MORTGAGE,165000.0,Verified,oct-11,credit_card,331xx,FL,4.09,0.0,feb-79,1.0,,10.0,0.0,25155.0,64.80%,29.0,13028.77246,12974.49,12000.0,1028.77,jul-13,5678.78,,jul-13,0,0.07272727272727272,0.026796363636363636,79440.0,5.905054002656621e-05,Approve,0
35990,663454,848353,25000.0,25000.0,23913.18603,60 months,17.88,633.21,10+ years,MORTGAGE,200000.0,Source Verified,feb-11,small_business,921xx,CA,12.53,0.0,feb-92,0.0,63.0,13.0,0.0,41393.0,43.20%,40.0,32636.23797,30242.8,25000.0,7636.24,feb-14,499.61,,feb-14,0,0.125,0.0379926,447000.0,0.0016967931093886186,Approve,0
2107,617872,776640,20000.0,20000.0,18019.97981,60 months,6.91,395.18,7 years,MORTGAGE,90792.0,Verified,nov-10,debt_consolidation,281xx,NC,9.0,0.0,mar-87,0.0,,12.0,0.0,19732.0,26.90%,39.0,22714.90413,20001.09,20000.0,2714.9,jun-13,11265.27,,Dec-15,0,0.2202837254383646,0.05223103357123975,138200.0,4.053965832701258e-06,Approve,0
29206,791118,995389,1800.0,1800.0,1800.0,36 months,5.42,54.29,10+ years,RENT,35000.0,Not Verified,jun-11,major_purchase,018xx,MA,12.86,0.0,feb-98,0.0,,11.0,0.0,2615.0,19%,28.0,1950.938649,1950.94,1800.0,150.94,feb-14,326.43,,jun-16,0,0.05142857142857143,0.018613714285714286,9756.0,0.0004810384173418462,Approve,0
31011,476207,603149,24250.0,24250.0,24125.0,36 months,11.48,799.49,10+ years,OWN,142000.0,Not Verified,Jan-10,home_improvement,481xx,MI,1.27,0.0,jul-94,2.0,,6.0,0.0,7345.0,17.30%,17.0,24709.72993,24582.36,24250.0,459.73,Apr-10,23913.24,,jul-11,0,0.17077464788732394,0.06756253521126761,278390.0,4.457415604755811e-08,Approve,0
15526,1067441,1301833,6000.0,6000.0,6000.0,36 months,14.27,205.86,10+ years,MORTGAGE,94800.0,Verified,Dec-11,car,760xx,TX,24.53,0.0,mar-86,1.0,,13.0,0.0,71890.0,95.90%,30.0,7217.547545,7217.55,6000.0,1217.55,Dec-13,1960.88,,jun-14,0,0.06329113924050633,0.026058227848101266,85620.0,0.0004547680713696778,Approve,0
32822,680365,869150,12000.0,12000.0,12000.0,36 months,7.29,372.12,9 years,MORTGAGE,61000.0,Source Verified,feb-11,credit_card,856xx,AZ,5.08,0.0,Apr-04,0.0,,5.0,0.0,12653.0,48.90%,14.0,13396.25367,13396.25,12000.0,1396.25,mar-14,386.74,,mar-14,0,0.19672131147540983,0.07320393442622952,87480.0,1.3090658107730533e-05,Approve,0
14037,600978,771245,7000.0,7000.0,7000.0,36 months,14.09,239.55,2 years,MORTGAGE,55000.0,Verified,oct-10,debt_consolidation,231xx,VA,16.49,0.0,sept-97,2.0,41.0,10.0,0.0,37475.0,89.70%,25.0,8624.92355,8624.92,7000.0,1624.92,nov-13,259.94,,nov-14,0,0.12727272727272726,0.05226545454545455,98630.0,0.0002913389609926098,Approve,0
